experiment_id,date,parent,candidate,gap,mechanism,invariants,development_split,development_result,holdout_hash,holdout_result,btc_result,verdict,reopen_condition
SCORE-FUTURE-FUEL-EXACT-082,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",wire-existing-fuel-constrained-exact-into-future-W1,"ATTR-ROUTE-CLOSURE-081 found six oracle active routes across four independent fixtures that are absent through cap128/paths8 and generic exact-highfuel but appear when the existing fuel-constrained exact generator is selected. Current-day production admits exact search on terminal day even when configured fuel is below two day-step budgets and then selects the canonical fuel-constrained/anytime enumerator for a constrained patrol. Provisional/W1 future generation requires configured fuel at least two day-step budgets and leaves both fuel-constrained flags false, so evaluator capability is inconsistent with the planner it ranks.","In all three future-generation option blocks, mirror the current-day public terminal exception in enableExactHarvestOrienteering. If harvest mode exceeds 6, the simulated future day is terminal, and any patrol has remaining fuel below two day-step budgets, enable the existing fuel-constrained exact and anytime resource enumerator. Keep every cap, candidate count, deadline and comparator unchanged.","Completes existing canonical capability wiring; no new solver/dispatcher/seed/family/fuel threshold; condition uses only agent kind/current fuel/day steps/terminal day and matches current-day production; same generator/master/simulator/validator; exact workers remain bounded by the existing candidate deadline and incomplete work cannot bypass certification; official lexicographic score only; invalid 0; holdout sealed until development improves; local elapsed ignored; BTC 5000 ms mandatory after protected gates.","Same opened 18-match CEILING-MATCH-071 development; require fewer than three oracle wins with no reopened tie, no head loss and invalid 0; record first changed tier and traces","Oracle W/T/L 3/15/0, invalid 0, tier2 3, result hash 6c9c4ac2e6aee047; exactly unchanged from 072+073. Fuel-exact route availability alone did not change a retained W1 witness, shortlisted candidate or final official score.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; development gate failed, not opened","not run: no exact development output change",rejected,"Reopen only with a new independent trace proving a terminal fuel-constrained route reaches W1 master selection but is omitted solely by flag wiring; do not change caps/order on the 081 cohort."
ATTR-ROUTE-CLOSURE-081,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",read-only-oracle-route-capability-lattice,"ATTR-WITNESS-076 found one terminal-position day-5 oracle patrol route still absent at cap32 and four paths per target, while 079/080 proved that blindly adding cap16 full rollouts cannot expose the known offline upside under the 5000-ms production engine. It is unknown whether the remaining route is pruned by a width boundary, omitted by a specific existing generator capability, or structurally absent from all canonical sources.","On every oracle transition in the already-opened 18-case development cohort, not only the three losing fixtures, test exact active-route membership across one fixed ordered capability lattice: production W1; cap16; cap32/paths4; cap128/paths8; then the existing uncached-harvest/orienteering, exact-orienteering, fuel-constrained exact and anytime fuel-constrained capabilities with generous structural deadlines. Report the first stage that contains the exact route plus route features; do not rank or select a production plan. The order is attribution precedence, not a claim that algorithm-switching stages are set-monotone.","Read-only research probe only; no production source/selection/score/simulator/validator/deadline change; exact plan equality and dual validity; same public capability switches for all families/fuels/seeds; no per-fixture threshold; no local performance claim; holdout sealed. A source successor is forbidden unless the same missing-capability class occurs in at least two independently generated development fixtures and can be enabled without duplicate solver paths.","All 18 opened CEILING-MATCH-071 development fixtures; route attribution only, with results stratified by family/fuel/day","81 dual-valid oracle transitions: first membership W1 25, cap16 23, cap32/paths4 4, cap128/paths8 2, fuel-exact 6, absent 21. Fuel-exact recovered routes in four independent fixtures: balanced-low 1300000 days 2-4, rare-late-default 1310100 day 3, terminal-position-default 1310400 day 5, and fuel-allocation-high 1320300 day 4. The target terminal route is therefore part of a repeated capability class, not a unique seed exception.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; attribution only","not-applicable",accepted,"Reopen only if a new oracle route is absent through the full fixed lattice or current-day fuel-exact semantics change. The 21 absent routes do not authorize source work without exact-score counterexamples."
SCORE-WITNESS-UPPER-SKIP-080,2026-08-12,"SCORE-WITNESS-DUAL-079 research diff on 7ef3694 plus 072+073",skip-provably-closed-optional-scenarios,"079's unlimited structural probe contains better trajectories, but the 5000-ms production-deadline development engine changed no score. Earlier W1 candidates/scenarios may spend their slices on optional work even when their retained exact score already reaches the scenario valid upper, leaving less shared certification time for a later actionable upside candidate.","Before either optional rollout, if the baseline outcome score is lexicographically at least its authoritative scenarioValidUpperBound, skip both. 079 replaces only on strictly greater official score, so no skipped rollout can alter score or retained witness. All non-closed scenarios keep the complete dual-rollout mechanism unchanged.","Proven byte-equivalence for every skipped scenario: same baseline witness object, score and comparator input because valid upper forbids strict improvement and equal outcomes were never accepted; no capability removal for open-gap scenarios; no threshold beyond existing certified bound; no seed/map/fuel/family route; all 079 deadlines/caps/validation unchanged; local timing ignored; BTC final.","Same opened 18-match development, used only to see whether semantically dead work prevented actionable candidate completion; require fewer than 3 oracle wins, no reopened tie, invalid 0","Oracle W/T/L 3/15/0, invalid 0, tier2 3, result hash 6c9c4ac2e6aee047; exactly unchanged from 072+073 and 079, so no previously incomplete useful trajectory became observable.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; development gate failed, not opened","not run: no causal development gain and ranking cannot establish optional-work completion",rejected,"Reopen only with a new independent counterexample proving authoritative upper-bound work starvation can change exact output under the public 5000-ms cap; do not retune skips on these opened fixtures."
SCORE-WITNESS-DUAL-079,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",additive-cap16-dual-W1-rollout,"ATTR-WIDE-078 proves cap16 greedy exactly closes daily-choice while cap16 valid-upper guidance exactly closes fuel-allocation and improves terminal-position. SCORE-WITNESS-COLUMNS-077 regressed only because it replaced rather than retained old witnesses; neither optional trajectory alone dominates the other.","After completing every original W1 scenario witness with unchanged cap/portfolio, attempt two separately bounded cap16 full future rollouts per non-fallback scenario using the same generator/master/simulator/validator and original master combination limits: current-score greedy front and candidate-state FastViability-valid-upper guidance. Replace a scenario outcome only by the best complete dual-valid final official score among baseline and both optional witnesses.","Strict scenario-level exact-score dominance over all old witnesses; baseline pass for all scenarios completes first; cap16 is frozen from ATTR-076 common capability boundary; no cap/beam/tie-break tuning; no direct current-day selection or full proof; no route algorithm/role/traffic/simulator/validator/score/risk-policy change; optional work stays inside each existing W1 candidate deadline and validation floor; timeout/incomplete/worse retains baseline; no seed/map/fuel/family dispatcher; local elapsed ignored; BTC 5000 ms mandatory before promotion.","Opened 18-match CEILING-MATCH-071 development: require fewer than three oracle wins, no reopened prior tie, invalid 0, and paired final-score gains attributable to improved exact witnesses","Oracle W/T/L 3/15/0, invalid 0, tier2 3, result hash 6c9c4ac2e6aee047; exactly unchanged from 072+073 despite offline complete-trajectory upside, so the registered development improvement gate failed.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; development gate failed, not opened","not run: no exact output change to attribute on target host",rejected,"Reopen only for a new independent general counterexample where a bounded additive trajectory changes exact output at 5000 ms; cap/beam/guard retuning on these three residual fixtures is forbidden."
ATTR-WIDE-078,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",read-only-wide-portfolio-full-trajectory-probe,"ATTR-WITNESS-076 proves cap16 restores seven missing continuation routes, but SCORE-WITNESS-COLUMNS-077 proves replacing the old W1 portfolio with cap16 greedy repair regresses another fixture. Before implementing optional dominance-preserving work, it is unknown whether a cap16 resource-upper-guided full trajectory can actually improve any residual exact witness.","From each exact oracle day-1 candidate in the three residual fixtures, run complete future rollouts with maximumColumnsPerAgent=16 and unchanged detailed/terminal target settings plus master combination caps. Compare current greedy-front selection with selection by candidate-state FastViability valid upper, then current exact score/terminal slack/stable ID. Reconstruct and dual-validate every day and report final official score/trace against original W1 and oracle.","Read-only research probe; no production source/selection change; existing generator/master/analyzer/simulator/validator only; fixed cap16 because it is the proven common feature boundary, no cap tuning; official score only; no seed condition; local elapsed ignored; opened development attribution only; holdout sealed.","Only residual seeds 1300200, 1310300, 1310400","Seed 1300200 baseline/greedy/guided/oracle = 3/7/8, 3/9/10, 3/9/9, 3/9/10. Seed 1310300 = 5/12/12, 5/14/14, 5/16/16, 5/16/16. Seed 1310400 = 4/12/13, 4/12/14, 4/13/13, 4/15/16. All full trajectories dual-valid; greedy and guided are complementary.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; attribution only",not-applicable,accepted,"Reopen only if a new cap16 full-trajectory counterexample is not covered by either greedy or valid-upper guidance. Any source successor must retain every original scenario witness first."
SCORE-WITNESS-COLUMNS-077,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",wire-full-W1-column-capability,"ATTR-WITNESS-076 proves eight oracle continuation days lose the active patrol route before master ranking. Seven exact routes reappear when only the per-agent column cap is widened, with thresholds up to 16. W1 currently requests harvest extensions but cap 3/2 makes the generator's 12..16 harvest-extension block and cap-12/16 triple/quadruple sources unreachable.","Set maximumColumnsPerAgent=16 in both detailed and terminal FutureWitnessRepairer generation. This is the smallest common structural boundary that activates all existing multi-stop and harvest-extension sources and retains all seven cap-recoverable oracle continuations. Keep target/path/escort settings and master operation caps unchanged.","No new route heuristic or solver; no direct current-day selection; only wire already-designed future sources; master maximumCombinations remains 100 detailed / 25 terminal and maximumCandidates remains 1; exact simulator/validator/score/scenario/comparator unchanged; absolute W1 and 5000 ms deadlines unchanged; no seed/map/fuel/family dispatcher; local elapsed ignored; zero invalid; holdout sealed until development clears; BTC target-host performance mandatory before promotion.","Opened 18-match CEILING-MATCH-071 development: require oracle wins below 3/15/0 with no reopened tie or invalid; report per-stratum gain and residual route/value gap","Oracle W/T/L worsened from 3/15/0 to 4/14/0. All three residual gaps remained; rare-late/low reopened at tier-2 +2; invalid 0; result hash a4b38642a336b758. Wider columns changed the greedy lower witness instead of dominating it.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; not opened because development regressed",not-applicable,rejected,"Do not widen W1 columns as an in-place replacement again. Reopen only as optional post-baseline work after a read-only full-trajectory probe proves strict improvement; cap values above 16 may not be tuned on this opened split."
ATTR-WITNESS-076,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",read-only-future-portfolio-master-attribution,"SCORE-WITNESS-075 preserved the old lower witness but its admissible-upper-guided continuation changed no outcome. It is unknown whether exact oracle continuation routes are missing from column generation, present as columns but absent from bounded master retention, or retained and still misvalued by rolling-horizon witness selection.","For each of the three residual CEILING-MATCH-071 development fixtures, evaluate the exact oracle day-1 plan as a MasterCandidate and run unchanged provisional plus W1 repair. Reconstruct the certified future witness. Then replay the oracle trajectory and, with production W1 generation options/caps, record per future day: per-agent exact route membership in RoutePortfolio, exact team-plan dual validity/stable ID, bounded master retention, front candidate score/terminal fuel, and first witness divergence.","Read-only research probe only; no production source or selection change; exact simulator plus independent validator; same route generator/master/harvest mode and fixed W1 caps; official score only; no local timing claim; no seed-derived production condition; opened development attribution only; 54-match holdout sealed.","Only the three already-open residual counterexamples: daily-choice/low 1300200, fuel-allocation/default 1310300, terminal-position/default 1310400","All oracle continuations dual-valid. Eight missing days had active route absent at production cap (mask 011) and no exact/equivalent master-32 outcome. Seven routes reappeared by widening only max columns, first at caps 12,12,8,8,16,4,12; terminal-position day5 remained absent at cap32/path4. W1 cap3/2 also makes designed harvest extension (requires 12..16), triple (12) and quadruple (16) generation unreachable.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; attribution only",not-applicable,accepted,"Reopen only if a new counterexample has exact active route present in the production-cap portfolio but absent from master retention, or if the remaining cap32/path4 terminal route needs separate attribution."
SCORE-WITNESS-075,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",additive-resource-guided-W1-rollout,"SCORE-WITNESS-074 proved that sharing the old cap across beam branches destroys the old lower witness. The residual CEILING-MATCH-071 gaps still arise after exact first-day resource states enter W1 because maximumCandidates=1 greedily optimizes each future day; an admissible no-tanker resource upper already distinguishes some costly current gains from fuel-preserving states.","Run the complete existing greedy repair for every scenario first with unchanged cap and portfolio. Only after that pass, attempt one additional fixed-cap future rollout using the same generator/master/simulator/validator; at each future day rank simulator-valid master candidates by FastViability candidate-state upper, then current exact score and stable keys. Reconstruct the full trajectory and replace a scenario witness only if its final official score is lexicographically greater.","Strict exact-score dominance over the complete old scenario witness by construction; baseline scenarios are all computed before optional work; no beam and no cap sharing; no direct current-day selection; no full proof; no route/role/traffic/simulator/validator/score change; fixed candidate-independent extra cap inside the existing W1 absolute deadline and validation floor; timeout/incomplete/worse rollout preserves baseline; no seed/map/fuel/family dispatcher; local elapsed ignored; holdout sealed until development clears; BTC 5000 ms mandatory before promotion.","Reuse opened 18-match CEILING-MATCH-071 development only to falsify: require oracle gaps below 3/15/0, no reopened gap, no invalid, and exact baseline witness preservation","Exact dominance held but no development result changed: oracle W/T/L 3/15/0, invalid 0 and result hash 6c9c4ac2e6aee047, byte-identical to combined 072+073. No residual gap shrank and no selected action changed; 278 extra source lines and optional W1 work had zero demonstrated value.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; not opened because development did not improve",not-applicable,rejected,"Do not retune candidate cap, upper-bound tie-break or rollout width on this opened split. Reopen only after read-only attribution proves a different missing capability or a new admissible lower-bound mechanism; the complete old witness must remain authoritative."
SCORE-WITNESS-074,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 and SCORE-SCENARIO-073 research diffs",bounded-lex-consistent-W1-beam,"Combined 072+073 reduces CEILING-MATCH-071 development oracle gaps from 7 to 3 without a new loss, but fuel-allocation/default and terminal-position/default already certify the exact first-day resource state with final lower bounds 5/12 and 4/12 while complete continuation reaches 5/16 and 4/15. FutureWitnessRepairer requests maximumCandidates=1 and commits candidates.front independently each future day, so its certified witness is valid but rolling-horizon greedy.","Within each W1 candidate/scenario and the existing absolute deadline/operation budget, retain a small recourse beam across future days. For every branch generate a bounded current-day candidate set with the same generator/master; keep the best cumulative exact-score branch and the best candidate-specific FastViability valid-upper branch when distinct. Split the pre-existing per-day combination cap across live branches, never borrow from W0/validation, reconstruct full future plans, and select the best final exact witness. This reuses the canonical master/simulator/validator/value bound rather than a second solver.","No full proof in critical path; no direct source candidate selection; no route/role/traffic/simulator/validator/official-score change; greedy exact-score branch is retained so the old certified lower witness remains available; fixed beam and fixed total operation cap are candidate-independent; all emitted witness plans dual-valid; absolute W1 and 5000 ms caps unchanged; no seed/map/fuel/family dispatcher; local elapsed ignored; holdout sealed until development clears.","Opened 18-match CEILING-MATCH-071 development: require the three residual gaps to shrink with zero new gap/invalid; compare causal per-day traces and final certified lower bounds","Oracle W/T/L regressed from 3/15/0 under combined 072+073 to 6/12/0. No residual gap closed; terminal-position/default widened from tier-2 +3 to +4 and three closed gaps reopened. Invalid 0; result hash 4c781fad088b38f5. Cap splitting changed the exact-score branch portfolio, falsifying the claimed old-witness dominance.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; not opened because development regressed",not-applicable,rejected,"Reopen witness recourse only with a construction that first reproduces and retains the complete old greedy witness using its original cap/portfolio, then adds separately bounded work without seed/family tuning. The rejected beam width/cap split may not be tuned on this opened development set."
SCORE-SCENARIO-073,2026-08-12,"7ef36949e1b166c862a30f52ecb3bd9c9fb210ea plus SCORE-HORIZON-072 research diff",deterministic-no-road-scenario-collapse,"SCORE-HORIZON-072 causally moves the exact seed-1310500 candidate into W1 and certifies it, but final selection still loses because every road-free day receives likely:5000 plus fallback-pessimistic-bound:5000. The fallback has no distinct transition when roadCells is empty, yet pins the 50-percent quantile/certified lower bound to scoreAfterToday and forbids any current-score sacrifice.","When and only when the authoritative config has zero road cells, freeze one deterministic traffic scenario with weight 10000 and no pessimistic fallback. Traffic affects only road movement status, so all possible opponent footprints/carry induce identical state transitions in this domain. Preserve the complete public exposure/adversarial/fallback generator byte-for-byte for every config containing a road. Combine with the admissible no-tanker resource upper from SCORE-HORIZON-072, then use unchanged provisional/certified witness repair and final comparator.","No planner/route/master/role/simulator/validator/score/deadline reduction; no uncertainty is discarded because road-free traffic is semantically inert; every road-containing map retains the existing scenario manifest exactly; no seed/family/fuel threshold; official lexicographic selection and dual validation; 5000 ms hard cap; local elapsed ignored; holdout remains sealed until all 18 development matches improve without new losses.","Opened CEILING-MATCH-071 development 18 matches","Target seed manifest became deterministic-no-road:10000 and HEAD reproduced the five-day exact oracle byte-for-byte at 5/20/20. Across all 18 matches oracle W/T/L fell from 7/11/0 to 3/15/0; no new loss or invalid; maximum gap fell from tier-2 +6 to +3; result hash 6c9c4ac2e6aee047. Four gaps closed, but three remain due greedy future witness continuation.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; not opened for a still-incomplete combined candidate",not-applicable,inconclusive,"Retain as a semantically exact prerequisite in SCORE-WITNESS-075. Reopen standalone only if future witness quality can be evaluated independently; road-containing scenario behavior must remain unchanged."
SCORE-HORIZON-072,2026-08-12,7ef36949e1b166c862a30f52ecb3bd9c9fb210ea,resource-admissible-horizon-upper,"CEILING-MATCH-071 proves seven multi-family tier-2 losses under finite match fuel. On seed 1310500 the exact day-2 action is already present in F0 at 5/9/9 terminal 29 fuel 8 but remains not-shortlisted; selected 5/10/10 terminal 26 fuel 4 receives coarse upper 5/25/25 versus 5/24/24 because candidate_valid_upper_bound adds the same remainingDays x brandCount allowance and then preserves current-score ordering.","Tighten the existing FastViabilityAnalyzer daily-distinct and servings upper bounds only when no tanker exists. For each patrol whose current fuel-feasible component contains a spot, at most one no-movement claim is possible at each remaining day start and every additional claim requires a completed movement costing at least one fuel; therefore its remaining claim capacity is at most remainingDays plus current fuel. Sum patrol capacities and cap the existing remainingDays x brandCount / per-day-stock bounds. With any tanker retain the old coarse upper because refuel invalidates a current-fuel cap. Let unchanged upside shortlist, certified witness repair and final comparator use the tighter valid bound.","Mathematically admissible upper-bound tightening only; no lower bound or direct candidate selection; no route/master/ALNS/role/simulator/validator/score/deadline change; no candidate removed; official lexicographic final choice only; no seed/map/family/fuel dispatcher or threshold; tanker/refuel path preserves old bound; 5000 ms hard cap; zero invalid/emergency; protected lane regressions quantified before BTC; local elapsed has no performance authority.","Opened CEILING-MATCH-071 development target seed 1310500 for causal repair","The upper bounds changed as predicted: greedy 5/10/10 terminal fuel 4 tightened from 5/25/25 to 5/17/17 while exact-action 5/9/9 terminal fuel 8 became 5/20/20. The exact action entered W1 and certified, proving causal shortlist repair, but its certified lower bound remained 5/9/9 and final score stayed 5/14/14 because an unrelated road-free pessimistic fallback pinned the lower quantile. Correct but insufficient standalone.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed; not opened for an insufficient standalone candidate",not-applicable,inconclusive,"Retain only as a mathematically admissible prerequisite inside SCORE-SCENARIO-073. Reopen standalone only if scenario semantics change independently and the bound can be evaluated without the false road-free fallback."
CEILING-MATCH-071,2026-08-12,7ef36949e1b166c862a30f52ecb3bd9c9fb210ea,read-only-complete-small-match-oracle,"CEILING-ORACLE-070 closed terminal route/team allocation on fresh fixed-role states but did not test whether the multi-day value function allocates fuel, lifetime brands, daily distinct and terminal position optimally across an authoritative trajectory.","Generate independently frozen road-free 8x8 matches of 4 or 5 days with three fixed patrols: one active patrol in the spot component and two patrols isolated by impassable terrain. Exhaustively enumerate every resource-feasible active-patrol day outcome and dynamic-program the complete match over position, remaining fuel, lifetime brands and lexicographic accumulated score; reconstruct all day plans and require exact simulator plus independent validator agreement. Compare unchanged HEAD at 5000 ms per day on the identical trajectory.","No production source change; official lexicographic score only; exact active action space with proof-complete state transitions; inactive agents have only WAIT-feasible components and cannot score; no road removes traffic-history ambiguity without disabling traffic logic in production; all three agents remain official patrols; low/default/high total-match fuel and horizons 4/5; every plan dual-valid; no seed/family dispatcher; local elapsed ignored; holdout opens once only after development proof integrity.","18 fresh matches: one per six family x three fuel strata; stop for attribution on any repeatable dual-valid oracle win","Oracle W/T/L 7/11/0; all seven wins are tier 2 with daily-distinct gains +2..+6 and no lifetime regression. Low 2/4/0, default 5/1/0, high 0/6/0. Seed 1310500 reproduced identically three times at 5/14/14 versus exact 5/20/20; first plan divergence day 2. Its 42036 retained daily outcomes across 939 physical-day enumerations all agreed with exact simulator and independent validator. Development result hash a95f22cc225f5cf9; evidence research/evidence/CEILING-MATCH-071-development.md.",6329ADA27BCEF1EF6210D984C866309120AD2E9057D09D50F3A02BA300304C24,"sealed because development gap was consumed by attribution and successor gate; successor PROMOTE-HORIZON-SCENARIO-083 opened its own authorized holdout and was committed as 00711ba",not-applicable,resolved-by-083,"Closed. SCORE-HORIZON-072 plus SCORE-SCENARIO-073 became PROMOTE-HORIZON-SCENARIO-083, passed paired5/13/0 development,22/30/2 holdout with bounded -1 tails, protected/BTC gates and commit00711ba. Reopen only from a new independent current-HEAD counterexample; never rerun071 as an open axis."
CEILING-ORACLE-070,2026-08-12,7ef36949e1b166c862a30f52ecb3bd9c9fb210ea,read-only-complete-terminal-oracle-sweep,"FINAL-QUEUE-065 is a promoted competition build but diverse real opponents are unavailable and no post-promotion exact counterfactual sweep has tested whether the fixed-role terminal planner still leaves a feasible official-score gap on fresh states.","Generate 144 preregistered 8x8 terminal states across six structural families and low/default/high fuel. Keep four fixed patrols, run unchanged HEAD at the 5000 ms internal cap, enumerate every inclusion-maximal resource-feasible spot mask for every patrol to proof completion, solve the stock-capped team combination exactly under the official lifetime/daily/servings order, reconstruct a witness and require both independent engines to agree.","No production source change; official lexicographic score only; no weighted sum; fixed all-patrol roles make tanker/refuel coupling absent; exact complete resource frontiers; exact stock-capped team DP; HEAD and oracle witnesses must be dual-valid; no seed/map/family dispatcher; local elapsed ignored; 5000 ms remains the HEAD cap; holdout opens once and cannot be retuned.","36 frozen fixtures: two per family x fuel stratum; only harness completeness and causal gap discovery","After correcting a pre-evidence generator bound from 14..18 to the published 16..20 daySteps range, all 36/36 fixtures tied the complete oracle; oracle wins/head wins/incomplete/invalid all 0; 18/18 family-fuel strata clean; result hash 151496ca6d63ee47.",6C738A9E9B811C27A2AA7A25405BFFDBED971B0E929B330C330ABE99AC45B0B5,"One-time holdout opened only after development passed: 108/108 exact ties; oracle wins/head wins/incomplete/invalid all 0; all 18 family-fuel strata clean; result hash 6b4fecc3cc1eec37. Combined 144/144 ties. Evidence research/evidence/CEILING-ORACLE-070.md.","not-applicable: read-only semantics/optimality audit; local elapsed discarded",accepted,"Reopen this fixed-role terminal axis only for a new dual-valid exact counterexample, a proof defect in inclusion-maximal resource enumeration or stock-capped team DP, or an independently generalized terminal domain with tanker/refuel coupling. Proceed to a separately frozen full-match small-instance oracle; do not retune these opened fixtures."
ATTR-OPPONENT-069,2026-08-11,"UDON-SHIELD 7ef36949e1b166c862a30f52ecb3bd9c9fb210ea; external peer thing-or-think/hexudon-procon 1f0d22efdf5cb8d74b9a263fecfb9fa5cf85bf4d","read-only peer long-compute reversal test on one prior UDON win","ATTR-OPPONENT-068 selected a prior peer win and therefore could not answer whether extra peer compute can overturn a fixture UDON previously won. ATTR-OPPONENT-067's closest both-valid BTC-like UDON win was low-fuel high-stock seed 72004 fixed: UDON 6/60/416 versus peer 6/60/404.","Replay exactly that prior UDON win. Keep UDON at 5000 ms and give the unchanged peer 45000 ms under production-default, whole-match-MLNS-fuel-aware and release-b-all profiles. Judge actions through the common exact simulator and independent validator; compare the contemporaneous UDON result with the best valid peer profile.","No production source change; no copied peer code; fixed one-tanker-last roles; same map, traffic, fuel and authoritative next-day state; official lexicographic score only; invalid peer output cannot win; local elapsed has no BTC performance authority; this one opened fixture cannot support general promotion.","single prior UDON-winning fixture attr-opponent-066-low-btc-large-high-stock-seed-72004 fixed lane","External harness ran sequentially with unchanged solver sources. UDON ran once at 5000 ms; the peer ran production-default, whole-match-MLNS-fuel-aware and release-b-all at 45000 ms. All four outputs passed the common exact simulator and independent validator.",B469189A5B192772A352A48C54F47183D956FA51721AC04ED390D52D02A8740D,"UDON valid 6/60/489. Peer production-default valid 6/60/448; whole-match-MLNS-fuel-aware valid 6/60/448 with 7/9 robust epochs complete; release-b-all valid 6/60/414. Best valid peer loses to UDON by 41 servings at tier 3. All peer profiles had private/common semantic mismatch on 9/10 days and stayed inside the requested local 45000 ms window. Prior opened score was 416 versus 404; cross-run score movement is confounded and not causal compute evidence. Evidence SHA256: report DC211EE245E9D0517359F0BE940BD54A0AB8E4FE04BE1D2B837F6C40C766D59B; raw A354B820DA08C8A924D1C3F366FC1A33E087FCE21520D439C3C8BE7247115531; profile telemetry BB2763F242BA8B8F7CBD741E617E370383276229A6769F47513707DC1D502555.","not-applicable: local search-quality attribution only",accepted,"Reopen only if a frozen peer profile was wired incorrectly or the common evaluator semantics are disproven. This one fixture cannot authorize a UDON source change or general claim."
ATTR-OPPONENT-068,2026-08-11,"UDON-SHIELD 7ef36949e1b166c862a30f52ecb3bd9c9fb210ea; external peer thing-or-think/hexudon-procon 1f0d22efdf5cb8d74b9a263fecfb9fa5cf85bf4d","read-only peer compute-ceiling attribution on one known counterexample","ATTR-OPPONENT-067 gave the peer a 59-serving tier-3 win on the low-fuel BTC-like overnight fixed-role fixture, but the peer implementation is designed around a 45000 ms daily profile and may have been truncated by the common 5000 ms window.","Replay exactly that opened counterexample once. Keep UDON at its mandatory 5000 ms internal cap; give the peer 45000 ms per day and test three published/configurable profiles: production default, whole-match MLNS plus fuel-aware repair, and release-b-all. Judge every emitted action only with the common UDON exact simulator and independent validator; compare UDON with the peer's best valid official score as an intentionally peer-favorable oracle upper bound.","No production source change; no copied peer code; fixed one-tanker-last roles; same map, traffic, fuel and authoritative next-day state; official lexicographic score only; invalid peer output cannot enter the oracle; local elapsed is not BTC performance evidence; this opened counterexample cannot promote or tune UDON.","single known counterexample attr-opponent-066-low-btc-large-overnight-seed-72005 fixed lane","External harness only was parameterized for separate budgets and published peer profiles. UDON ran once at 5000 ms; peer profiles ran sequentially at 45000 ms with no concurrent load. Whole-match robust evaluation completed on all 9 future-bearing days; release-b-all reached day 8 before common-evaluator rejection.",627BA277755FF9D11D988E92C5C80220E9700985FD6ADACA41D67CA8EE12E72E,"UDON valid 6/60/418. Peer production-default valid 6/60/462; peer whole-match-MLNS-fuel-aware valid 6/60/462 with 9/9 robust epochs complete; peer release-b-all invalid on day 8 with code 8 agent 2 step 47 insufficient fuel. Oracle best valid peer wins by 44 servings at tier 3. Both valid peer profiles had private/common semantic mismatch on 10/10 days. Earlier 5000 ms row was UDON 6/60/379 versus peer 6/60/438; cross-run score deltas are confounded by local wall-clock variance and are not causal compute evidence. Evidence SHA256: report 21705C0F4A84A5928FAD768CB9E052822F6AD2C4629A436618FF14E30A75F63C; raw C639BA249A6829FAA9D88B8A2B667D8966F24B7A9EF96B72AA55A09809A0AD55; profile telemetry 49E04E2ECEAD2C3F901E0658716F6F428E49DEF3C22B7CF0D842FA9391A91A5B.","not-applicable: local diagnostic of search-quality headroom only; no target-host latency claim","accepted","Reopen only if a peer profile/configuration was wired incorrectly or the common evaluator semantics are disproven. Never generalize this one opened counterexample into promotion evidence or a UDON optimization axis."
